quarter,P,EPS,D/E,P/E,SIZE
2019Q1,39825.63460553279,0.10206433266372114,0.8508182178018083,390201.2933034034,30.989600484683272
2019Q2,44481.82521081349,0.11670879981845239,0.9218550716939816,381135.1438795332,31.044665941491463
2019Q3,51673.4375,0.14153397425669884,0.9861279616721472,365095.64414746367,31.105370579793544
2019Q4,57201.5625,0.11162734694687068,0.9946143934602705,512433.2349063642,31.147293960447932
2020Q1,49820.97101814516,,0.9520886482009456,,31.169562120765317
2020Q2,45726.53180803572,,1.0058846229968583,,31.212115135080584
2020Q3,48260.9375,0.11848247800195116,1.0767077663258813,407325.5245320345,31.262204099830345
2020Q4,54192.1875,0.12536471687776404,1.244265987352304,432276.2324972161,31.36270708602072
2021Q1,71903.27868852459,0.11558126849782395,1.254110553081297,622101.4842891978,31.42593212472416
2021Q2,82533.16287076271,0.11018999051843495,1.3422876736687246,749007.8044516647,31.480753760291844
2021Q3,92492.1875,0.1239421182415812,1.3737729673439554,746253.0801653663,31.507310782630384
2021Q4,96293.75,0.14341025175394728,1.5068254332284345,671456.5299363235,31.614371612536978
2022Q1,90758.33333333333,0.13650786997644473,1.4217224707008809,664857.882179205,31.649227686581444
2022Q2,,0.11401915967546865,1.4045932469633255,,31.66163662753126
2022Q3,,0.13251422691783257,1.2916375299593263,,31.640662571710944
2022Q4,,0.1232058675982554,1.0382530832971935,,31.575616023242087
2023Q1,,0.13614643610382848,0.8750535967115579,,31.557758559401144
2023Q2,,0.13666361636097385,1.1177232286535048,,31.734601004695552
2023Q3,,0.13695929045851615,1.1866306188583602,,31.759971212034184
2023Q4,,0.13609782061272957,1.0143101730881827,,31.730772303507614
2024Q1,,0.14158070319069826,0.954943976365982,,31.75855389012919
2024Q2,,,,,
2024Q3,,0.14302817477988977,0.9110178450230828,,31.84435668216209
2024Q4,,0.14186914152187768,1.011732541292395,,31.907871082425967
