quarter,P,EPS,D/E,P/E,SIZE
2019Q1,1.3752459014048342,,0.8634762395367168,,31.806355936755974
2019Q2,1.1690476243458097,,0.8879945547428699,,31.85084431544873
2019Q3,1.0343749839812517,0.19058957707556137,0.8799430804467969,5.427237941617144,31.91333931513655
2019Q4,0.8603125009685755,0.12387077799290028,0.8751250351547697,6.945241766527734,32.20879185189508
2020Q1,0.8093548445932327,,1.0376783079403165,,32.28570264406994
2020Q2,0.7238095251340715,0.016712656799319457,2.3635373860887867,43.309064131774974,32.28501824636205
2020Q3,0.7026562569662929,0.0724877992636653,2.82100883852054,9.69344171162472,32.3247932133355
2020Q4,0.901249997317791,,3.623862243005761,,32.38233770712294
2021Q1,1.4398360662773007,,3.5765033171881506,,32.386906335234926
2021Q2,1.1869841227455744,,2.8393616304199254,,32.4243035767598
2021Q3,1.236250001937151,,2.8124490545302483,,32.446423474960554
2021Q4,1.0442187525331974,0.5452455569497449,1.9783524450634404,1.9151348217761686,32.468044581191016
2022Q1,0.7572580633624908,0.13518281165305857,2.382944089847681,5.601733342445667,32.45359120602393
2022Q2,0.6656451657895119,0.06889751446346934,2.2286620816862666,9.661381415180784,32.46141228587261
2022Q3,0.6553124971687794,0.03815028016650409,2.607461766096603,17.177134592687555,32.486413806487995
2022Q4,0.5617460296267555,0.03140002899436745,2.857952941717875,17.88998442413928,32.582209367506294
2023Q1,0.563870967395844,,2.928830773628967,,32.61314457665336
2023Q2,0.5520967754625505,0.007395670848748297,2.7537901503460303,74.65134492241388,32.578775955312835
2023Q3,0.5665079326856703,0.0033809430158464582,2.8103593300434437,167.55914844777072,32.608255629494046
2023Q4,0.5530158820606413,0.003502130282042046,2.854448389725608,157.9084264501391,32.624058959138914
2024Q1,0.5390163904330769,0.007293320848389139,2.7730939372360863,73.90548169180414,32.6181995497446
2024Q2,0.542698411714463,,,,
2024Q3,0.4896874953992665,0.04633868588996397,2.746729231205511,10.567574068934118,32.669864429820215
2024Q4,0.46888888497201225,0.04567665839506848,2.621499357828917,10.265393779826859,32.62542348614927
