,Quý 1 năm 2005,Quý 2 năm 2005,Quý 3 năm 2005,Quý 4 năm 2005,Quý 1 năm 2006,Quý 2 năm 2006,Quý 3 năm 2006,Quý 4 năm 2006,Quý 1 năm 2007,Quý 2 năm 2007,Quý 3 năm 2007,Quý 4 năm 2007,Quý 1 năm 2008,Quý 2 năm 2008,Quý 3 năm 2008,Quý 4 năm 2008,Quý 1 năm 2009,Quý 2 năm 2009,Quý 3 năm 2009,Quý 4 năm 2009,Quý 1 năm 2010,Quý 2 năm 2010,Quý 3 năm 2010,Quý 4 năm 2010,Quý 1 năm 2011,Quý 2 năm 2011,Quý 3 năm 2011,Quý 4 năm 2011,Quý 1 năm 2012,Quý 2 năm 2012,Quý 3 năm 2012,Quý 4 năm 2012,Quý 1 năm 2013,Quý 2 năm 2013,Quý 3 năm 2013,Quý 4 năm 2013,Quý 1 năm 2014,Quý 2 năm 2014,Quý 3 năm 2014,Quý 4 năm 2014,Quý 1 năm 2015,Quý 2 năm 2015,Quý 3 năm 2015,Quý 4 năm 2015,Quý 1 năm 2016,Quý 2 năm 2016,Quý 3 năm 2016,Quý 4 năm 2016,Quý 1 năm 2017,Quý 2 năm 2017,Quý 3 năm 2017,Quý 4 năm 2017,Quý 1 năm 2018,Quý 2 năm 2018,Quý 3 năm 2018,Quý 4 năm 2018,Quý 1 năm 2019,Quý 2 năm 2019,Quý 3 năm 2019,Quý 4 năm 2019,Quý 1 năm 2020,Quý 2 năm 2020,Quý 3 năm 2020,Quý 4 năm 2020,Quý 1 năm 2021,Quý 2 năm 2021,Quý 3 năm 2021,Quý 4 năm 2021,Quý 1 năm 2022,Quý 2 năm 2022,Quý 3 năm 2022,Quý 4 năm 2022,Quý 1 năm 2023,Quý 2 năm 2023,Quý 3 năm 2023,Quý 4 năm 2023,Quý 1 năm 2024,Quý 2 năm 2024,Quý 3 năm 2024,Quý 4 năm 2024
1. Doanh thu bán hàng và cung cấp dịch vụ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"400,016,042,180",,"412,438,555,676",,,"400,452,096,412","435,282,156,453","369,392,361,811","336,752,883,586","312,152,522,084","363,257,934,794","391,672,134,881","398,774,758,734","354,888,441,619",,"391,777,151,706","420,871,996,339","350,135,559,581","407,410,888,537","388,241,301,131","420,486,443,888","328,595,106,732","341,079,730,301","325,454,537,846","344,047,702,911","295,338,565,568","401,787,074,951","356,077,648,276","519,224,184,638","482,535,399,084","561,683,143,665","574,485,758,132","485,581,256,656","391,617,492,875","357,786,805,911","407,711,575,587","431,325,585,746","351,285,883,151",,"507,752,814,154","516,074,736,726"
2. Các khoản giảm trừ doanh thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,764,372,661",,"3,969,827,452",,,,,,,,,,,,,,,,,,,,"62,445,000",,,,,,,,"33,842,977",,,,,,,"38,850,000",,,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"397,251,669,519",,"408,468,728,224",,,"400,452,096,412","435,282,156,453","369,392,361,811","336,752,883,586","312,152,522,084","363,257,934,794","391,672,134,881","398,774,758,734","354,888,441,619",,"391,777,151,706","420,871,996,339","350,135,559,581","407,410,888,537","388,241,301,131","420,486,443,888","328,595,106,732","341,017,285,301","325,454,537,846","344,047,702,911","295,338,565,568","401,787,074,951","356,077,648,276","519,224,184,638","482,535,399,084","561,649,300,688","574,485,758,132","485,581,256,656","391,617,492,875","357,786,805,911","407,711,575,587","431,325,585,746","351,247,033,151",,"507,752,814,154","516,074,736,726"
4. Giá vốn hàng bán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"267,616,811,147",,"325,845,329,340",,,"296,699,345,468","326,507,745,341","272,587,802,746","245,775,163,970","217,591,248,035","265,301,044,286","282,132,886,562","286,193,376,197","256,652,689,596",,"281,114,496,370","320,099,393,474","246,628,880,047","302,168,699,187","279,124,668,143","298,791,137,355","234,182,956,367","241,688,660,069","239,707,369,304","257,534,499,780","215,183,767,079","297,623,372,360","274,654,377,033","373,182,906,195","308,704,084,957","369,413,753,587","391,468,641,843","375,705,451,374","271,097,001,193","263,418,683,786","314,967,113,046","328,038,803,781","255,164,374,174",,"365,583,512,551","381,896,660,896"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"129,634,858,372",,"82,623,398,884",,,"103,752,750,945","108,774,411,112","96,804,559,065","90,977,719,616","94,561,274,049","97,956,890,508","109,539,248,319","112,581,382,537","98,235,752,023",,"110,662,655,336","100,772,602,865","103,506,679,534","105,242,189,350","109,116,632,988","121,695,306,533","94,412,150,365","99,328,625,232","85,747,168,542","86,513,203,131","80,154,798,489","104,163,702,591","81,423,271,243","146,041,278,443","173,831,314,127","192,235,547,101","183,017,116,289","109,875,805,282","120,520,491,682","94,368,122,125","92,744,462,541","103,286,781,965","96,082,658,977",,"142,169,301,603","134,178,075,830"
6. Doanh thu hoạt động tài chính,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,821,226,906",,"2,830,793,588",,,"3,530,952,159","4,636,544,103","4,950,161,567","6,241,701,587","5,389,003,136","5,896,544,378","5,928,486,534","7,120,128,451","7,307,490,909",,"6,627,911,148","5,851,956,038","4,862,208,397","4,245,362,716","5,766,315,370","3,024,712,091","2,562,911,136","3,878,618,647","3,477,758,168","2,259,101,985","2,951,122,510","2,342,683,717","3,919,357,480","3,114,332,027","3,052,329,624","5,608,221,868","5,448,068,058","7,344,105,192","8,078,247,216","13,354,424,819","10,082,926,901","8,978,441,341","6,746,762,325",,"7,513,628,912","9,019,728,367"
7. Chi phí tài chính,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,192,205,966",,"3,346,690,647",,,"2,797,965,731","2,363,180,474","1,939,664,356","1,666,092,242","1,358,059,091","894,564,028","742,770,235","1,310,761,930","1,460,039,897",,"1,710,059,900","1,194,027,251","1,468,413,531","3,259,569,808","3,611,292,327","4,320,067,029","3,967,672,235","3,518,734,265","2,895,426,353","2,661,982,234","2,016,218,097","1,396,415,811","1,339,769,110","1,532,801,763","689,063,220","2,460,178,994","1,282,688,597","3,594,558,682","1,745,062,460","1,498,986,899","868,637,995","717,340,137","577,475,406",,"921,940,244","993,446,149"
- Trong đó: Chi phí lãi vay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,192,205,966",,"4,124,463,373",,,"2,196,410,169","2,351,003,332","1,947,293,237","1,594,108,604","1,348,111,007","711,968,780","683,085,943","1,117,224,157","1,454,454,851",,"1,411,717,517","927,423,276","1,448,757,131","2,492,656,576","3,347,200,978","4,204,346,908","3,899,905,255","3,310,428,801","2,862,236,714","2,467,730,317","1,894,640,256","1,148,891,600","1,024,491,910","1,042,118,622","627,308,464","537,725,531","529,496,945","1,232,657,652","1,517,375,668","1,229,356,040","849,292,709","652,322,871","574,387,833",,"592,586,289","877,048,461"
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-17,370,001,700","-17,499,589,018","-19,111,672,711","-18,518,482,566",,"-16,775,574,997","-16,881,485,302",,"-17,795,329,433","-17,613,763,799","-18,097,838,316","-17,463,087,807","-17,044,076,978","-17,301,937,803","-19,049,622,932","-19,176,932,818","-20,026,480,289","-19,114,356,978","-20,894,797,154","-18,986,554,684",,,,,,,,,,,
9. Chi phí bán hàng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22,372,268,813",,"16,332,376,058",,,"20,111,323,742","21,878,890,060","19,032,320,438","15,667,505,592","18,508,544,611","7,521,204,015","17,353,266,289","13,830,656,269","15,798,613,546",,"18,632,027,143","19,672,730,051","16,686,373,277","18,894,857,621","8,948,859,949","18,204,639,258","16,201,075,279","15,983,848,642","15,870,140,964","18,750,687,803","15,247,611,740","12,806,526,376","15,063,946,271","23,104,344,924","17,152,842,282","21,880,901,427","21,156,840,153","22,777,962,320","19,442,761,416","19,698,339,754","21,565,228,759","21,954,193,142","21,472,851,368",,"31,266,517,663","32,751,471,331"
